"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Larsen Creek","1134	","Wyoming","SNOTEL","Sublette","9000","42.5801","-109.0883","101800060101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"11","10","0","42","2015, 2020, 2021, more","2011","11"
"Lasal Mountain","572	","Utah","SNOTEL","San Juan","9578","38.48226","-109.27198","140300050404	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","52","13","1","Lowest",,,"6","0","0","36","2020, 2021, 2022, more","2019","26"
"Lasal Mountain-Lower","1215	","Utah","SNOTEL","San Juan","8783","38.48167","-109.29164","140300050404	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","89","2","1","Lowest",,,"1","0","0","8","2020, 2021, 2022, more","2019","10"
"Laurel Draw","573	","Nevada","SNOTEL","Elko","6682","41.77637","-116.02957","170501040202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","72","6","1","Lowest",,,"3","0","0","28","2020, 2021, 2022, more","2011","19"
"Leavitt Lake","574	","California","SNOTEL","Mono","9604","38.27594","-119.61281","160503020104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","90",,,"73","86","64","55","57","-15","29","16","7",,,,"123","105","46","252","2015","2017","22"
"Leavitt Meadows","575	","California","SNOTEL","Mono","7198","38.30367","-119.55111","160503020104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","91","3","1","Lowest",,,"1","0","0","13","2020, 2021, 2022, more","2010","23"
"Lee Canyon","1112	","Nevada","SNOTEL","Clark","8626","36.30537","-115.67508","150100150206	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","62","6","1","Lowest",,,"3","0","0","17","2020, 2021, 2022, more","2010","14"
"Lemhi Ridge","576	","Montana","SNOTEL","Beaverhead","8100","44.9938","-113.44399","100200011106	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","29",,,"107","104","72","62","63","1","60","9","13",,,,"27","28","0","57","2012","2011","21"
"Lewis Lake Divide","577	","Wyoming","SNOTEL","Teton","7850","44.20862","-110.66628","170401010104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"68","66","17","127","2015","2011","17"
"Lewis Peak","1006	","Nevada","SNOTEL","Lander","7370","40.3572","-116.8647","160401070903	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","50","11","1","Lowest",,,"6","0","0","27","2020, 2021, 2022, more","2011","21"
"Lick Creek","578	","Montana","SNOTEL","Gallatin","6860","45.5041","-110.96625","100200081001	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","35",,,"121","130","76","74","74","8","68","7","14",,,,"29","27","9","56","2004","2011","20"
"Lightning Ridge","1056	","Utah","SNOTEL","Weber","8215","41.35891","-111.48749","160201020201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","18",,,"69","75","37","28","29","-6","44","10","8",,,,"26","24","0","75","2007, 2012, 2015","2011","17"
"Lily Lake","579	","Utah","SNOTEL","Summit","9133","40.86493","-110.79813","160101010103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","15",,,"75","83","38","29","29","-3","43","13","10",,,,"20","18","0","67","2007, 2012, 2015, more","2011","22"
"Lily Pond","580	","Colorado","SNOTEL","Conejos","11069","37.38028","-106.54823","130100020302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"14","9","0","42","2013, 2015, 2020, more","2019","19"
"Little Bear","582	","Utah","SNOTEL","Cache","6548","41.40562","-111.82607","160102030103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","88","3","1","Lowest",,,"1","0","0","20","2020, 2021, 2022, more","2011","18"
"Little Chena Ridge","947	","Alaska","SNOTEL","Fairbanks North Star","2000","65.12422","-146.7339","190803060706	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","11",,,"157","550","27","38","38","9","73","4","9",,,,"7","2","0","30","2014, 2016, 2021, more","2018","12"
"Little Goose","1131	","Wyoming","SNOTEL","Johnson","8870","44.54315","-107.17865","100901010105	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","39",,,"108","108","87","74","81","3","64","5","8",,,,"36","36","0","58","2012","2017","12"
"Little Grassy","583	","Utah","SNOTEL","Washington","6065","37.48631","-113.84582","160300061302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","17"
"Little Meadows","584	","Oregon","SNOTEL","Linn","4020","44.61297","-122.22565","170900060301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","73",,,"162","182","77","82","78","33","83","4","16",,,,"45","40","0","145","2005, 2015","2008","19"
"Little Snake River","1047	","Wyoming","SNOTEL","Carbon","8928","41.07051","-106.94284","140500030103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"48","50","2","109","2012","2011","14"
"Little Valley","1242	","Nevada","SNOTEL","Washoe","6493","39.25259","-119.8771","160501020301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","9"
"Little Warm","585	","Wyoming","SNOTEL","Fremont","9370","43.50278","-109.752","100800010212	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","41",,,"146","128","95","85","98","9","78","5","15",,,,"28","32","0","51","2012","2017","19"
"Lizard Head Pass","586	","Colorado","SNOTEL","Dolores","10193","37.79895","-107.92475","140300020201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-16","11","17","1","Lowest",,,"26","16","0","208","2012, 2013, 2022","2005","19"
"Lobdell Lake","587	","California","SNOTEL","Mono","9249","38.43745","-119.36572","160503020201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","47","10","1","Lowest",,,"16","0","0","54","2020, 2021, 2022, more","2017","18"
"Lolo Pass","588	","Idaho","SNOTEL","Idaho","5240","46.63448","-114.58072","170102051401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","51",,,"116","124","64","57","55","10","68","8","15",,,,"44","41","13","87","2015, 2016","2011","23"
"Lone Cone","589	","Colorado","SNOTEL","San Miguel","9755","37.89169","-108.19636","140300030302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"7","2","0","29","2018, 2020, 2021, more","2019","18"
"Lone Mountain","590	","Montana","SNOTEL","Madison","8880","45.27412","-111.42692","100200080201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","56",,,"108","108","89","84","88","4","68","7","12",,,,"52","52","24","89","2004","2011","20"
"Lone Pine","591	","Washington","SNOTEL","Skamania","3930","46.27143","-121.96288","170800020203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"77","79","0","141","2015","2008","15"
"Lonesome Beaver","1261	","Utah","SNOTEL","Garfield","9410","38.07","-110.77241","140700010301	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","57","4","1","Lowest",,,"2","0","0","6","2020, 2021, 2022, more","2019","8"
"Long Draw Resv","1123	","Colorado","SNOTEL","Larimer","10008","40.51154","-105.7654","101900070203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","48",,,"104","100",,"72","73","0","58","6","7",,,,"46","48","8","83","2012","2011","13"
"Long Flat","592	","Utah","SNOTEL","Washington","7982","37.51255","-113.39661","160300061403	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","81","4","1","Lowest",,,"1","0","0","7","2020, 2021, 2022, more","2010","17"
"Long Lake","1001	","Alaska","SNOTEL","Juneau","850","58.186","-133.83217","190102060505	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","88",,,"111","105","81","75","78","4","53","8","9",,,,"79","84","22","131","2016","2007","16"
"Long Valley","1016	","Idaho","SNOTEL","Valley","4890","44.78835","-116.08878","170501230206	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"1","0","0","17","2019, 2020, 2021, more","2008","20"
"Long Valley Jct","593	","Utah","SNOTEL","Kane","7465","37.48756","-112.51458","150100080201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","94","2","1","Lowest",,,"0","0","0","1","2020, 2021, 2022, more","2019","18"
"Look Eyrie","768	","Alaska","SNOLITE","Southeast Fairbanks","5040","63.32192","-145.59655","190803040504	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","102",,,"89","100","84","77","77","0","50","2","2",,,,"115","102","93","150","2021","2020","3"
"Lookout","594	","Idaho","SNOTEL","Shoshone","5190","47.45749","-115.70457","170103020101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","48",,,"102","100","72","59","58","0","47","11","10",,,,"47","48","0","105","2015","2011","20"
"Lookout Butte","1298	","Oregon","SNOLITE","Malheur","5730","42.13397","-117.17992","170501060502	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","2",,,"200","200","10","40","40","1","100","1","2","2nd Lowest",,,"1","1","0","2","2021","2022","2"
"Lookout Mountain","595	","New Mexico","SNOTEL","Sierra","8509","33.36089","-107.83203","150400010402	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"0","0","0","1","2019, 2020, 2021, more","2004","18"
"Lookout Peak","596	","Utah","SNOTEL","Salt Lake","8161","40.83731","-111.70965","160202040302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","37",,,"71","77","58","43","43","-11","24","14","5",,,,"52","48","7","113","2015","2011","18"
"Loomis Park","597	","Wyoming","SNOTEL","Sublette","8240","43.17387","-110.14007","140401010201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","24",,,"96","92","52","41","46","-2","43","5","4",,,,"25","26","10","49","2015","2017","8"
"Lost Creek Resv","1118	","Utah","SNOTEL","Morgan","6082","41.22155","-111.35947","160201010603	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","12"
"Lost Dog","940	","Colorado","SNOTEL","Routt","9327","40.81557","-106.74833","140500010203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","41",,,"85","98","60","41","48","-1","41","14","10",,,,"48","42","1","155","2012","1999","23"
"Lost Horse","599	","Washington","SNOTEL","Yakima","5120","46.3575","-121.08095","170300030302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","21",,,"175","350","49","37","35","15","71","7","15",,,,"12","6","0","40","2018, 2020, 2021, more","2011","22"
"Lost Lake","600	","Idaho","SNOTEL","Shoshone","6110","47.0809","-115.9604","170603080101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","112",,,"94","100","87","78","78","0","50","7","7",,,,"119","112","63","199","2015","2011","13"
"Lost-Wood Divide","601	","Idaho","SNOTEL","Blaine","7900","43.82432","-114.26402","170402190304	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","39",,,"126","139","70","57","58","11","77","4","11",,,,"31","28","5","75","2015","2017","14"
"Louis Meadow","972	","Utah","SNOTEL","Salt Lake","6700","40.83033","-111.76457","160202040304	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","59","10","1","Lowest",,,"8","0","0","60","2020, 2021, 2022, more","2011","23"
"Louse Canyon","1296	","Oregon","SNOLITE","	","6520","42.07059","-117.5483","160402010304	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2021, 2022","2021, 2022","2"
"Loveland Basin","602	","Colorado","SNOTEL","Clear Creek","11427","39.67428","-105.90264","101900040102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","55",,,"86","86","86","71","72","-9","21","12","3",,,,"64","64","34","107","2012","2011","15"
"Lovell Summit","2146	","Nevada","SCAN","Clark","6582","36.16555","-115.61195","160600150401	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,,,"14","7","8","1","100","1","11","Highest",,,"0","0","0","1","2016, 2017, 2021, more","2019, 2020, 2022, more","14"
"Lower Kachemak Creek","1265	","Alaska","SNOTEL","Kenai Peninsula","1915","59.73507","-150.69327","190203011101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","58",,,"193","153","85","126","116","20","100","1","6","Highest",,,"30","38","0","58","2017, 2020","2022","6"
"Lower Twin","603	","Montana","SNOTEL","Madison","7900","45.50871","-111.92288","100200071101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","53",,,"95","98","79","77","76","-1","47","11","8",,,,"56","54","39","72","2007","2009","20"
"Lu Lake","4B15P	","British Columbia","Cooperator Snow Sensors","	","4291","54.18333","-126.3","	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"23","24","0","51","1998, 2016","2007","24"
"Lubrecht Flume","604	","Montana","SNOTEL","Missoula","4680","46.88293","-113.32228","170102031204	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","20"
"Lucky Strike","605	","Oregon","SNOTEL","Umatilla","4970","45.27478","-118.8479","170701030606	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","88","3","1","Lowest",,,"1","0","0","18","2020, 2021, 2022, more","2011","18"
"Lye Brook","2042	","Vermont","SCAN","Bennington","2435","43.05","-73.03333","020200030202	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,,"0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","19"
"Lyman Lake","606	","Washington","SNOTEL","Chelan","5980","48.19798","-120.91678","170200090203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"128","134","83","182","2015","2011","16"
"Lynn Lake","1069	","Washington","SNOTEL","King","3900","47.20172","-121.77972","171100130203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","51",,,"89","100","85","61","59","0","50","8","8",,,,"57","51","0","132","2015","2008","15"
"Lynx Pass","607	","Colorado","SNOTEL","Routt","8919","40.07832","-106.67095","140100011001	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"11","6","0","44","2017, 2018, 2021, more","2011","14"
"MF Nooksack","1011	","Washington","SNOTEL","Whatcom","4970","48.82453","-121.92951","171100040303	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","123",,,"106","101","92","88","85","1","61","8","11",,,,"116","122","28","172","2015","2011","19"
"Madison Butte","608	","Oregon","SNOTEL","Morrow","5150","45.10513","-119.49585","170702041101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,,,"4","5","5","1","100","1","21","Highest",,,"0","0","0","1","2019, 2020, 2021, more","2022","21"
"Madison Plateau","609	","Montana","SNOTEL","Gallatin","7750","44.58623","-111.11627","100200070204	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","51",,,"91","94","82","63","61","-3","40","13","9",,,,"56","54","16","97","2015","2011","21"
"Magic Mountain","610	","Idaho","SNOTEL","Twin Falls","6880","42.18072","-114.28662","170402120601	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","27",,,"129","123","53","44","45","5","68","8","15",,,,"21","22","0","50","2012, 2015","2011","23"
"Mahantango Ck","2028	","Pennsylvania","SCAN","Northumberland","730","40.66667","-76.66667","020503010801	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","10",,,"1,000",,"83","83","83","10","100","1","19","Highest",,,"1","0","0","10","2019, 2020, 2021, more","2022","19"
"Mammoth-Cottonwood","612	","Utah","SNOTEL","Sanpete","8709","39.68338","-111.31818","160300040203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","14",,,"67","70","26","24","26","-6","44","15","12",,,,"21","20","0","59","2007, 2012, 2015","2011","26"
"Mancos","905	","Colorado","SNOTEL","Montezuma","10044","37.43109","-108.17005","140801070102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","2",,,"20","100","4","3","3","0","50","10","10",,,,"10","2","0","45","2015, 2020, 2021, more","2005","19"
"Many Glacier","613	","Montana","SNOTEL","Glacier","4900","48.79698","-113.6705","090400010201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","13",,,"144","433","30","25","25","10","74","6","15",,,,"9","3","0","49","2010, 2015, 2016, more","2011","20"
"Marion Forks","614	","Oregon","SNOTEL","Linn","2590","44.59397","-121.97365","170900050205	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","11",,,"157",,"26","31","37","11","81","4","14",,,,"7","0","0","63","2019, 2020, 2021, more","2008","17"
"Marlette Lake","615	","Nevada","SNOTEL","Carson City","7884","39.16395","-119.89672","160501010201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","15",,,"50","68","24","20","22","-7","44","15","11",,,,"30","22","0","85","2007, 2013, 2015","2017","26"
"Marquette","616	","Wyoming","SNOTEL","Park","8760","44.3016","-109.24019","100800130303	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","18",,,"86","86","64","46","47","-3","33","13","7",,,,"21","21","0","56","2006, 2012","2017","19"
"Marten Ridge","999	","Washington","SNOTEL","Whatcom","3520","48.76292","-121.69823","171100051004	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","114",,,"110","104","75","80","77","4","60","7","10",,,,"104","110","0","164","2015","2011","16"
"Mascoma River","2043	","New Hampshire","SCAN","Grafton","1400","43.78333","-72.03333","010801060101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","19"
"Maverick Fork","617	","Arizona","SNOTEL","Apache","9220","33.92123","-109.45872","150601010104	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,"100",,"4","2","3","1","94","2","15","2nd Highest",,,"1","0","0","11","2019, 2020, 2021, more","2010","19"
"May Creek","1096	","Alaska","SNOTEL","Valdez-Cordova","1610","61.34783","-142.70967","190201031603	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","20",,,"400","2,000","47","77","80","19","93","2","14","2nd Highest",,,"5","1","0","21","2017, 2019, 2020, more","2013","15"
"Mc Clure Pass","618	","Colorado","SNOTEL","Gunnison","8774","39.12899","-107.28834","140200040203	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","3",,,"21","33","6","4","5","-6","39","12","8",,,,"14","9","0","45","2015, 2017, 2021, more","2011","19"
"McBride Upper","1A02P	","British Columbia","Cooperator Snow Sensors","	","5276","53.3","-120.31667","	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"44","52","0","63","2008","2012","15"
"McGrath","785	","Alaska","SNOTEL","Yukon-Koyukuk","340","62.94652","-155.6102","190304050502	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","15",,,"88","88","35","29","29","-2","0","2","1","Lowest",,,"17","17","15","19","2022","2020","2"
"Mccoy Park","1040	","Colorado","SNOTEL","Eagle","9516","39.60231","-106.544","140100030302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","27",,,"129","123","49","35","50","5","68","7","14",,,,"21","22","0","56","2012, 2015","2011","20"
"Mckenzie","619	","Oregon","SNOTEL","Lane","4770","44.2103","-121.87292","170900040207	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","86",,,"139","159","80","79","77","32","88","3","16",,,,"62","54","0","116","2015","2011","18"
"Mcknight Cabin","1048	","New Mexico","SNOTEL","Grant","9242","33.00796","-107.86982","130302020103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,,,"7","6","7","1","94","2","16","2nd Highest",,,"0","0","0","2","2019, 2020, 2021, more","2010","18"
"Mcneil Canyon","1003	","Alaska","SNOTEL","Kenai Peninsula","1320","59.74433","-151.25133","190203010806	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","20",,,"167","500","50","50","50","16","60","9","13",,,,"12","4","0","32","2017, 2018, 2020, more","2010","21"
"Mcneil River SGS","1191	","Alaska","SNOTEL","Kenai Peninsula","140","59.08332","-154.27543","190206021207	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","11",,,"85","1,100","22","20","23","10","75","3","7",,,,"13","1","0","65","2017, 2018, 2019, more","2013","9"
"Meadow Lake","620	","Idaho","SNOTEL","Lemhi","9150","44.43655","-113.31815","170602040101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","54",,,"115","112","100","86","83","6","80","2","5","2nd Highest",,,"47","48","28","67","2021","2017","6"
"Meadows Pass","897	","Washington","SNOTEL","King","3230","47.28312","-121.47197","171100120101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","59",,,"134","113","74","69","66","7","65","7","12",,,,"44","52","0","118","2004, 2005, 2015","2008","18"
"Med Bow","1196	","Wyoming","SNOTEL","Carbon","10512","41.37833","-106.34697","101800040302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","87",,,"93","90","86","75","76","-10","22","8","3",,,,"94","97","70","109","2015","2014","10"
"Medano Pass","914	","Colorado","SNOTEL","Saguache","9668","37.85192","-105.43666","130100030604	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0",,"0","0","0","0","81","4","1","Lowest",,,"1","0","0","10","2020, 2021, 2022, more","2016","17"
"Merchant Valley","621	","Utah","SNOTEL","Beaver","8705","38.30285","-112.43637","160300070201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-7","28","14","1","Lowest",,,"14","7","0","49","2015, 2021, 2022, more","2005","19"
"Merritt Mountain","1207	","Nevada","SNOTEL","Elko","6915","41.8927","-115.858","170501020601	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","90","2","1","Lowest",,,"0","0","0","1","2020, 2021, 2022, more","2018","11"
"Mesa Lakes","622	","Colorado","SNOTEL","Mesa","10168","39.05738","-108.05756","140100051307	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","27",,,"82","84","47","45","47","-5","40","10","7",,,,"33","32","7","68","2012","2011","16"
"Mica Creek","623	","Idaho","SNOTEL","Shoshone","4510","47.15045","-116.26643","170103040604	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","40",,,"133","154","63","56","54","14","74","6","15",,,,"30","26","0","82","2005, 2015","2008, 2011","20"
"Michigan Creek","937	","Colorado","SNOTEL","Park","10702","39.43579","-105.91072","101900010404	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"33","36","1","70","2002","1999","22"
"Midas","1206	","Nevada","SNOTEL","Elko","6630","41.26873","-116.80332","160401060402	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,,,"0","0","0","0","100","1","1",,,,"0","0","0","0","2020, 2021, 2022, more","2020, 2021, 2022, more","11"
"Middle Creek","624	","Colorado","SNOTEL","Mineral","11269","37.61779","-107.03932","130100010501	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","11",,,"32","31","19","12","17","-25","12","16","3",,,,"34","36","0","64","2007","2019","18"
"Middle Fork Bradley","1064	","Alaska","SNOTEL","Kenai Peninsula","2300","59.77683","-150.75733","190203011102	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"45","47","0","74","2020","2010","15"
"Middle Fork Camp","1014	","Colorado","SNOTEL","Grand","8969","39.79565","-106.02802","140100010402	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","6",,,"50","75","15","10","13","-2","44","11","9",,,,"12","8","0","40","2012, 2015, 2018, more","2011","19"
"Middle Powder","625	","Wyoming","SNOTEL","Washakie","7760","43.62728","-107.18138","100800080205	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","36",,,"109","112","88","73","75","4","59","8","11",,,,"33","32","10","49","2015","2014","18"
"Midway Valley","626	","Utah","SNOTEL","Iron","9827","37.56933","-112.83849","160300010101	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","20",,,"38","45","31","21","23","-24","16","22","5",,,,"52","44","0","215","2002","1999","26"
"Milk Shakes","1079	","Oregon","SNOTEL","Wallowa","5580","45.9821","-117.94883","170701020201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","85",,,"101","100","86","72","71","0","50","8","8",,,,"84","85","21","122","2015","2008","15"
"Mill Creek Summit","627	","Idaho","SNOTEL","Custer","8800","44.47212","-114.48992","170602010501	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"52","46","22","90","2021","2017","9"
"Mill-D North","628	","Utah","SNOTEL","Salt Lake","8963","40.65883","-111.63683","160202040201	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","18",,,"46","53","36","23","24","-16","19","14","4",,,,"39","34","0","91","2007, 2012, 2015","2011","17"
"Miller Woods","1084	","Oregon","SNOTEL","Yamhill","420","45.24755","-123.27563","170900080606	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","1",,,,,"25","25","50","1","100","1","16","Highest",,,"0","0","0","1","2019, 2020, 2021, more","2022","16"
"Mineral Creek","629	","Colorado","SNOTEL","San Juan","10046","37.84737","-107.72657","140801040103	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","0",,,"0","0","0","0","0","-22","12","16","1","Lowest",,,"22","22","0","49","2012, 2013, 2022","2019","18"
"Mining Fork","631	","Utah","SNOTEL","Tooele","8295","40.49384","-112.61141","160203040503	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","5",,,"22","25","11","8","8","-15","22","19","5",,,,"23","20","0","68","2007, 2012, 2015","2011","24"
"Mission Creek","2F05P	","British Columbia","Cooperator Snow Sensors","	","5886","49.93333","-118.93333","170200060703	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT",,,,,,,,,,,,,,,,"54","54","23","77","1998","2011","24"
"Molas Lake","632	","Colorado","SNOTEL","San Juan","10631","37.74929","-107.68933","140801040302	","May 2, 2022, end of day ","5-03-2022, 10:27 PM MDT","14",,,"54","54","21","21","22","-12","31","12","5",,,,"26","26","0","61","2012","2019","17"
